order_id,supplier_id,supplier_name,supplier_risk,product_id,product_name,category,order_date,planned_delivery,actual_delivery,planned_lead_days,actual_lead_days,on_time_delivery,quantity_ordered,defect_quantity,defect_rate,unit_price_eur,total_value_eur,invoice_match
PO-10302,SUP-004,Weber International Ltd.,high,VALV-002,Pressure Relief Valve,Valves,2023-10-04,2023-10-16,2023-10-22,12,18,False,212,14,0.066,14.21,3012.52,True
PO-10303,SUP-002,Fischer Kunststoff AG,medium,VALV-001,"Ball Valve 1/2""",Valves,2023-10-06,2023-10-14,2023-10-14,8,8,True,157,15,0.0955,41.38,6496.66,True
PO-10304,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-09-29,2023-10-11,2023-10-16,12,17,False,96,16,0.1667,16.93,1625.28,True
PO-10305,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-10-01,2024-10-11,2024-10-11,10,10,True,491,14,0.0285,44.79,21991.89,True
PO-10306,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-09-20,2024-09-25,2024-09-25,5,5,True,191,1,0.0052,77.05,14716.55,True
PO-10307,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-07-26,2023-08-07,2023-08-07,12,12,True,183,20,0.1093,57.84,10584.72,True
PO-10308,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-07-03,2024-07-12,2024-07-12,9,9,True,377,15,0.0398,13.13,4950.01,True
PO-10309,SUP-003,Müller Rohre & Armaturen,low,VALV-002,Pressure Relief Valve,Valves,2023-10-08,2023-10-14,2023-10-14,6,6,True,264,7,0.0265,13.01,3434.64,True
PO-10310,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-10-02,2023-10-07,2023-10-07,5,5,True,222,6,0.027,81.93,18188.46,True
PO-10311,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-05-22,2024-06-07,2024-06-07,16,16,True,447,10,0.0224,20.52,9172.44,True
PO-10312,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-09-22,2023-09-26,2023-09-26,4,4,True,138,0,0.0,70.52,9731.76,True
PO-10313,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-02-10,2023-02-15,2023-02-15,5,5,True,313,4,0.0128,74.87,23434.31,True
PO-10314,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-09-12,2023-09-22,2023-09-22,10,10,True,111,0,0.0,68.05,7553.55,True
PO-10315,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-07-15,2024-07-23,2024-07-23,8,8,True,374,8,0.0214,23.32,8721.68,True
PO-10316,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-07-20,2023-07-26,2023-07-30,6,10,False,265,0,0.0,81.36,21560.4,True
PO-10317,SUP-008,Schneider Dichtungen GmbH,medium,VALV-002,Pressure Relief Valve,Valves,2024-03-13,2024-03-22,2024-03-22,9,9,True,410,6,0.0146,30.62,12554.2,True
PO-10318,SUP-005,Krause Logistik KG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-07-03,2024-07-09,2024-07-09,6,6,True,181,2,0.011,58.31,10554.11,True
PO-10319,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-08-01,2024-08-13,2024-08-16,12,15,False,396,40,0.101,63.85,25284.6,True
PO-10320,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-10-26,2024-10-30,2024-10-30,4,4,True,317,11,0.0347,52.34,16591.78,True
PO-10321,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-16,2024-03-23,2024-03-23,7,7,True,404,24,0.0594,18.68,7546.72,True
PO-10322,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-10-14,2024-10-22,2024-10-29,8,15,False,418,1,0.0024,20.57,8598.26,True
PO-10323,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-12-07,2023-12-14,2023-12-14,7,7,True,367,1,0.0027,35.24,12933.08,True
PO-10324,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-001,Push-Fit Connector,Fittings,2024-07-06,2024-07-14,2024-07-18,8,12,False,108,9,0.0833,44.36,4790.88,True
PO-10325,SUP-003,Müller Rohre & Armaturen,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-10-20,2024-10-27,2024-10-27,7,7,True,95,1,0.0105,16.13,1532.35,True
PO-10326,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2023-04-19,2023-04-27,2023-04-27,8,8,True,350,33,0.0943,61.77,21619.5,True
PO-10327,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2023-06-23,2023-06-29,2023-06-29,6,6,True,480,11,0.0229,7.41,3556.8,True
PO-10328,SUP-002,Fischer Kunststoff AG,medium,VALV-002,Pressure Relief Valve,Valves,2024-11-03,2024-11-12,2024-11-12,9,9,True,196,10,0.051,51.7,10133.2,True
PO-10329,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2024-10-16,2024-10-27,2024-10-27,11,11,True,496,64,0.129,55.8,27676.8,True
PO-10330,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-07-29,2023-08-06,2023-08-06,8,8,True,426,7,0.0164,15.23,6487.98,True
PO-10331,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-08-27,2024-09-03,2024-09-03,7,7,True,399,0,0.0,14.23,5677.77,True
PO-10332,SUP-003,Müller Rohre & Armaturen,low,VALV-001,"Ball Valve 1/2""",Valves,2023-11-07,2023-11-12,2023-11-12,5,5,True,406,9,0.0222,12.65,5135.9,True
PO-10333,SUP-007,Hoffmann Global Supply,high,SEAL-002,Press Fitting Seal,Seals,2024-05-19,2024-06-03,2024-06-03,15,15,True,487,39,0.0801,72.78,35443.86,True
PO-10334,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2024-09-25,2024-09-30,2024-09-30,5,5,True,403,7,0.0174,34.2,13782.6,True
PO-10335,SUP-001,Schmidt Metallteile GmbH,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-01-23,2023-01-29,2023-01-29,6,6,True,362,5,0.0138,4.76,1723.12,True
PO-10336,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2024-10-29,2024-11-05,2024-11-05,7,7,True,470,16,0.034,75.93,35687.1,True
PO-10337,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-03-19,2024-03-26,2024-03-26,7,7,True,476,37,0.0777,34.33,16341.08,True
PO-10338,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-07-29,2024-08-02,2024-08-02,4,4,True,225,8,0.0356,20.48,4608.0,True
PO-10339,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-09,2024-03-20,2024-03-24,11,15,False,116,8,0.069,82.03,9515.48,False
PO-10340,SUP-006,Bauer Präzisionsteile,low,VALV-001,"Ball Valve 1/2""",Valves,2024-03-23,2024-03-28,2024-03-28,5,5,True,355,2,0.0056,28.34,10060.7,True
PO-10341,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-05-02,2023-05-09,2023-05-09,7,7,True,173,15,0.0867,28.4,4913.2,True
PO-10342,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-01-04,2024-01-15,2024-01-22,11,18,False,450,30,0.0667,34.3,15435.0,True
PO-10343,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-11-01,2023-11-07,2023-11-07,6,6,True,391,32,0.0818,22.87,8942.17,True
PO-10344,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2023-04-19,2023-04-28,2023-05-04,9,15,False,479,11,0.023,58.38,27964.02,True
PO-10345,SUP-004,Weber International Ltd.,high,VALV-001,"Ball Valve 1/2""",Valves,2024-01-20,2024-02-02,2024-02-06,13,17,False,446,43,0.0964,54.16,24155.36,True
PO-10346,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2023-04-14,2023-04-19,2023-04-19,5,5,True,299,8,0.0268,40.57,12130.43,True
PO-10347,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-09-04,2024-09-11,2024-09-11,7,7,True,113,6,0.0531,51.42,5810.46,True
PO-10348,SUP-007,Hoffmann Global Supply,high,VALV-002,Pressure Relief Valve,Valves,2023-09-03,2023-09-17,2023-09-17,14,14,True,54,2,0.037,68.02,3673.08,True
PO-10349,SUP-004,Weber International Ltd.,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-06-12,2024-06-25,2024-06-25,13,13,True,353,53,0.1501,10.23,3611.19,True
PO-10350,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-08-16,2023-08-31,2023-08-31,15,15,True,495,38,0.0768,65.35,32348.25,True
PO-10351,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2024-04-09,2024-04-15,2024-04-15,6,6,True,268,8,0.0299,36.13,9682.84,True
PO-10352,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2023-12-31,2024-01-13,2024-01-15,13,15,False,377,33,0.0875,72.95,27502.15,True
PO-10353,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2023-05-27,2023-06-06,2023-06-06,10,10,True,492,47,0.0955,5.04,2479.68,True
PO-10354,SUP-007,Hoffmann Global Supply,high,SEAL-002,Press Fitting Seal,Seals,2023-04-24,2023-05-09,2023-05-09,15,15,True,220,23,0.1045,74.44,16376.8,True
PO-10355,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2023-07-23,2023-07-30,2023-07-30,7,7,True,84,8,0.0952,19.88,1669.92,False
PO-10356,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-09-21,2023-09-27,2023-09-27,6,6,True,376,0,0.0,2.69,1011.44,True
PO-10357,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-07-02,2024-07-08,2024-07-08,6,6,True,438,35,0.0799,70.31,30795.78,True
PO-10358,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-12-03,2024-12-10,2024-12-10,7,7,True,479,13,0.0271,25.63,12276.77,False
PO-10359,SUP-003,Müller Rohre & Armaturen,low,VALV-001,"Ball Valve 1/2""",Valves,2024-08-06,2024-08-13,2024-08-13,7,7,True,222,0,0.0,60.06,13333.32,True
PO-10360,SUP-006,Bauer Präzisionsteile,low,SEAL-002,Press Fitting Seal,Seals,2023-03-07,2023-03-10,2023-03-10,3,3,True,283,5,0.0177,22.48,6361.84,True
PO-10361,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-07-03,2023-07-12,2023-07-12,9,9,True,339,27,0.0796,25.68,8705.52,True
PO-10362,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-01-27,2023-01-31,2023-01-31,4,4,True,102,2,0.0196,71.98,7341.96,True
PO-10363,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2024-02-07,2024-02-13,2024-02-13,6,6,True,330,29,0.0879,12.64,4171.2,True
PO-10364,SUP-006,Bauer Präzisionsteile,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-01-10,2023-01-14,2023-01-17,4,7,False,63,0,0.0,40.71,2564.73,True
PO-10365,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2023-01-30,2023-02-15,2023-02-19,16,20,False,313,31,0.099,24.89,7790.57,True
PO-10366,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2023-12-20,2023-12-29,2024-01-03,9,14,False,98,0,0.0,28.7,2812.6,True
PO-10367,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-04-06,2023-04-14,2023-04-14,8,8,True,392,18,0.0459,50.62,19843.04,True
PO-10368,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-06-06,2023-06-19,2023-06-19,13,13,True,156,26,0.1667,24.81,3870.36,True
PO-10369,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-05-21,2023-06-03,2023-06-03,13,13,True,161,21,0.1304,79.75,12839.75,True
PO-10370,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2024-12-29,2025-01-14,2025-01-20,16,22,False,454,16,0.0352,74.73,33927.42,True
PO-10371,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-27,2024-04-03,2024-04-03,7,7,True,250,7,0.028,11.19,2797.5,True
PO-10372,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-04-11,2023-04-19,2023-04-19,8,8,True,77,3,0.039,73.93,5692.61,True
PO-10373,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-08-15,2023-08-23,2023-08-25,8,10,False,62,5,0.0806,36.86,2285.32,True
PO-10374,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-11-25,2023-12-04,2023-12-04,9,9,True,489,38,0.0777,55.94,27354.66,True
PO-10375,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-12-28,2025-01-05,2025-01-09,8,12,False,77,0,0.0,82.9,6383.3,True
PO-10376,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-03-06,2023-03-09,2023-03-09,3,3,True,276,9,0.0326,57.52,15875.52,True
PO-10377,SUP-005,Krause Logistik KG,medium,VALV-002,Pressure Relief Valve,Valves,2023-02-22,2023-03-01,2023-03-07,7,13,False,151,0,0.0,30.33,4579.83,True
PO-10378,SUP-002,Fischer Kunststoff AG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-01-22,2024-01-31,2024-01-31,9,9,True,317,0,0.0,51.6,16357.2,True
PO-10379,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-07-07,2023-07-19,2023-07-19,12,12,True,389,20,0.0514,40.03,15571.67,True
PO-10380,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2024-05-16,2024-05-27,2024-06-03,11,18,False,282,14,0.0496,12.42,3502.44,False
PO-10381,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-02-02,2023-02-10,2023-02-10,8,8,True,293,16,0.0546,55.45,16246.85,True
PO-10382,SUP-005,Krause Logistik KG,medium,VALV-002,Pressure Relief Valve,Valves,2024-10-08,2024-10-16,2024-10-16,8,8,True,209,16,0.0766,76.63,16015.67,True
PO-10383,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-001,Push-Fit Connector,Fittings,2023-08-02,2023-08-12,2023-08-12,10,10,True,244,22,0.0902,61.09,14905.96,True
PO-10384,SUP-005,Krause Logistik KG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-05-04,2023-05-12,2023-05-12,8,8,True,53,4,0.0755,81.52,4320.56,True
PO-10385,SUP-008,Schneider Dichtungen GmbH,medium,VALV-002,Pressure Relief Valve,Valves,2024-03-09,2024-03-19,2024-03-19,10,10,True,77,1,0.013,66.6,5128.2,True
PO-10386,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2024-03-16,2024-03-31,2024-03-31,15,15,True,350,68,0.1943,25.29,8851.5,True
PO-10387,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-02-16,2024-02-29,2024-03-02,13,15,False,224,13,0.058,78.19,17514.56,True
PO-10388,SUP-007,Hoffmann Global Supply,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-05-03,2024-05-18,2024-05-20,15,17,False,419,52,0.1241,3.15,1319.85,True
PO-10389,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-02-26,2024-03-02,2024-03-02,5,5,True,273,7,0.0256,43.8,11957.4,True
PO-10390,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-08-20,2024-08-24,2024-08-24,4,4,True,251,4,0.0159,17.38,4362.38,True
PO-10391,SUP-006,Bauer Präzisionsteile,low,FIXT-001,Push-Fit Connector,Fittings,2024-06-03,2024-06-06,2024-06-08,3,5,False,258,8,0.031,83.45,21530.1,True
PO-10392,SUP-004,Weber International Ltd.,high,VALV-002,Pressure Relief Valve,Valves,2024-08-04,2024-08-15,2024-08-19,11,15,False,301,42,0.1395,84.57,25455.57,True
PO-10393,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2023-05-19,2023-05-23,2023-05-23,4,4,True,68,0,0.0,17.03,1158.04,False
PO-10394,SUP-006,Bauer Präzisionsteile,low,VALV-002,Pressure Relief Valve,Valves,2024-09-11,2024-09-16,2024-09-16,5,5,True,174,6,0.0345,80.36,13982.64,True
PO-10395,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-09-04,2023-09-11,2023-09-11,7,7,True,401,9,0.0224,28.07,11256.07,True
PO-10396,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2024-08-18,2024-08-23,2024-08-23,5,5,True,135,4,0.0296,52.25,7053.75,True
PO-10397,SUP-004,Weber International Ltd.,high,SEAL-002,Press Fitting Seal,Seals,2023-06-05,2023-06-17,2023-06-17,12,12,True,265,9,0.034,69.17,18330.05,True
PO-10398,SUP-008,Schneider Dichtungen GmbH,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-09-04,2024-09-14,2024-09-18,10,14,False,413,4,0.0097,57.15,23602.95,True
PO-10399,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-10-28,2024-11-06,2024-11-06,9,9,True,209,10,0.0478,44.8,9363.2,True
PO-10400,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-08-28,2024-09-10,2024-09-14,13,17,False,395,62,0.157,31.96,12624.2,True
PO-10401,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-04-01,2023-04-13,2023-04-13,12,12,True,163,28,0.1718,76.93,12539.59,True
PO-10402,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-11-11,2023-11-27,2023-11-27,16,16,True,438,15,0.0342,5.47,2395.86,True
PO-10403,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-08-02,2024-08-08,2024-08-08,6,6,True,361,18,0.0499,50.36,18179.96,True
PO-10404,SUP-003,Müller Rohre & Armaturen,low,FIXT-001,Push-Fit Connector,Fittings,2024-11-30,2024-12-07,2024-12-07,7,7,True,376,6,0.016,72.28,27177.28,True
PO-10405,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-03-25,2023-04-10,2023-04-10,16,16,True,158,5,0.0316,51.27,8100.66,True
PO-10406,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-05-08,2024-05-22,2024-05-25,14,17,False,320,29,0.0906,75.06,24019.2,True
PO-10407,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2023-07-08,2023-07-14,2023-07-14,6,6,True,73,0,0.0,56.51,4125.23,True
PO-10408,SUP-007,Hoffmann Global Supply,high,FIXT-001,Push-Fit Connector,Fittings,2023-09-05,2023-09-21,2023-09-21,16,16,True,400,61,0.1525,13.05,5220.0,False
PO-10409,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2024-07-19,2024-07-24,2024-07-27,5,8,False,217,2,0.0092,21.16,4591.72,True
PO-10410,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2024-11-21,2024-11-27,2024-11-27,6,6,True,381,10,0.0262,21.0,8001.0,True
PO-10411,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-12-09,2023-12-16,2023-12-16,7,7,True,239,6,0.0251,69.99,16727.61,True
PO-10412,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-05-10,2024-05-16,2024-05-16,6,6,True,277,8,0.0289,83.75,23198.75,True
PO-10413,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2023-09-29,2023-10-07,2023-10-07,8,8,True,475,7,0.0147,61.02,28984.5,True
PO-10414,SUP-001,Schmidt Metallteile GmbH,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-10-12,2024-10-17,2024-10-17,5,5,True,322,3,0.0093,52.13,16785.86,True
PO-10415,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-04-12,2023-04-18,2023-04-18,6,6,True,266,25,0.094,16.7,4442.2,True
PO-10416,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2023-04-06,2023-04-15,2023-04-15,9,9,True,50,0,0.0,12.57,628.5,True
PO-10417,SUP-001,Schmidt Metallteile GmbH,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-02-22,2024-02-28,2024-03-01,6,8,False,190,5,0.0263,20.1,3819.0,True
PO-10418,SUP-001,Schmidt Metallteile GmbH,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-07-14,2024-07-20,2024-07-20,6,6,True,241,3,0.0124,43.44,10469.04,True
PO-10419,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2023-05-08,2023-05-17,2023-05-21,9,13,False,421,33,0.0784,12.76,5371.96,True
PO-10420,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2024-12-28,2025-01-06,2025-01-06,9,9,True,439,42,0.0957,47.58,20887.62,False
PO-10421,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2023-10-10,2023-10-15,2023-10-15,5,5,True,289,6,0.0208,68.5,19796.5,True
PO-10422,SUP-003,Müller Rohre & Armaturen,low,VALV-001,"Ball Valve 1/2""",Valves,2024-04-02,2024-04-07,2024-04-07,5,5,True,477,16,0.0335,26.43,12607.11,True
PO-10423,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2024-06-02,2024-06-09,2024-06-09,7,7,True,163,14,0.0859,71.21,11607.23,False
PO-10424,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2023-05-04,2023-05-12,2023-05-12,8,8,True,175,3,0.0171,34.73,6077.75,True
PO-10425,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-05-31,2024-06-03,2024-06-03,3,3,True,118,3,0.0254,8.14,960.52,True
PO-10426,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-01-19,2023-01-28,2023-01-28,9,9,True,499,19,0.0381,19.45,9705.55,True
PO-10427,SUP-004,Weber International Ltd.,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-01-26,2024-02-08,2024-02-12,13,17,False,177,3,0.0169,64.45,11407.65,True
PO-10428,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-12-14,2024-12-21,2024-12-21,7,7,True,267,26,0.0974,39.63,10581.21,True
PO-10429,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2024-02-16,2024-02-24,2024-02-24,8,8,True,131,5,0.0382,60.63,7942.53,True
PO-10430,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-01-22,2024-02-03,2024-02-03,12,12,True,340,19,0.0559,24.65,8381.0,True
PO-10431,SUP-006,Bauer Präzisionsteile,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-03-14,2024-03-19,2024-03-19,5,5,True,279,4,0.0143,8.14,2271.06,True
PO-10432,SUP-003,Müller Rohre & Armaturen,low,VALV-002,Pressure Relief Valve,Valves,2024-04-27,2024-05-04,2024-05-04,7,7,True,358,13,0.0363,3.75,1342.5,True
PO-10433,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-04-25,2024-05-03,2024-05-03,8,8,True,149,0,0.0,23.09,3440.41,True
PO-10434,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-09-23,2023-09-28,2023-09-28,5,5,True,199,0,0.0,79.97,15914.03,True
PO-10435,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2024-02-18,2024-02-29,2024-03-02,11,13,False,418,78,0.1866,34.31,14341.58,True
PO-10436,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-10-11,2024-10-16,2024-10-16,5,5,True,155,1,0.0065,63.5,9842.5,True
PO-10437,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-02-23,2023-03-03,2023-03-07,8,12,False,390,16,0.041,77.95,30400.5,True
PO-10438,SUP-005,Krause Logistik KG,medium,VALV-001,"Ball Valve 1/2""",Valves,2023-03-14,2023-03-22,2023-03-27,8,13,False,322,21,0.0652,47.62,15333.64,True
PO-10439,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2023-02-08,2023-02-14,2023-02-14,6,6,True,160,0,0.0,63.44,10150.4,True
PO-10440,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-03-10,2023-03-16,2023-03-16,6,6,True,345,5,0.0145,31.78,10964.1,True
PO-10441,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2024-06-11,2024-06-16,2024-06-16,5,5,True,187,2,0.0107,75.51,14120.37,True
PO-10442,SUP-007,Hoffmann Global Supply,high,FIXT-001,Push-Fit Connector,Fittings,2024-05-18,2024-06-02,2024-06-02,15,15,True,407,60,0.1474,63.79,25962.53,True
PO-10443,SUP-003,Müller Rohre & Armaturen,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-05-04,2024-05-09,2024-05-09,5,5,True,439,5,0.0114,68.48,30062.72,True
PO-10444,SUP-001,Schmidt Metallteile GmbH,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-07-02,2024-07-06,2024-07-10,4,8,False,390,13,0.0333,36.44,14211.6,True
